eda,bvp,temp,x,y,z,emotion
0.48,38.38,35.81,-55,-21,-30,0
0.48,-1.51,35.81,-55,-20,-29,0
0.48,-42.09,35.79,-55,-21,-29,0
0.49,16.02,35.79,-55,-20,-29,0
0.48,15.74,35.79,-55,-20,-29,0
0.48,-29.93,35.79,-54,-20,-29,0
0.48,18.63,35.81,-54,-20,-30,0
0.48,6.8,35.81,-54,-20,-30,0
0.48,-20.03,35.81,-54,-20,-30,0
0.48,10.77,35.81,-54,-20,-29,0
0.48,-20.52,35.79,-54,-20,-29,0
0.48,13.69,35.79,-54,-20,-29,0
0.48,20.01,35.79,-54,-20,-29,0
0.48,-22.69,35.79,-54,-20,-30,0
0.48,29.22,35.79,-54,-20,-29,0
0.48,4.03,35.79,-55,-20,-29,0
0.48,-40.84,35.79,-54,-20,-29,0
0.48,24.64,35.79,-55,-20,-29,0
0.48,14.06,35.79,-55,-20,-29,0
0.48,-27.99,35.79,-54,-20,-29,0
0.48,21.67,35.79,-54,-20,-30,0
0.48,17.41,35.79,-55,-20,-29,0
0.48,-12.35,35.79,-54,-20,-29,0
0.48,-14.08,35.79,-54,-20,-29,0
0.47,20.04,35.79,-54,-20,-29,0
0.48,-0.53,35.79,-55,-20,-29,0
0.48,-29.76,35.79,-55,-20,-30,0
0.48,26.44,35.79,-55,-20,-29,0
0.48,11.8,35.79,-54,-20,-29,0
0.47,-25.91,35.79,-54,-20,-30,0
0.47,10.71,35.77,-54,-20,-29,0
0.48,10.1,35.77,-54,-20,-29,0
0.48,-13.46,35.77,-54,-20,-29,0
0.48,9.95,35.77,-54,-20,-29,0
0.47,19.46,35.77,-54,-20,-29,0
0.47,-16.17,35.77,-54,-20,-29,0
0.48,-13.54,35.77,-54,-21,-29,0
0.48,7.98,35.77,-55,-20,-29,0
0.48,-5.68,35.77,-55,-21,-29,0
0.47,-31.51,35.77,-54,-21,-29,0
0.47,30.21,35.77,-54,-20,-29,0
0.48,11.92,35.77,-55,-20,-29,0
0.48,-40.19,35.79,-54,-20,-29,0
0.48,12.34,35.79,-55,-20,-29,0
0.47,3.87,35.79,-54,-20,-29,0
0.47,-25.68,35.79,-54,-20,-29,0
0.47,29.05,35.77,-54,-20,-29,0
0.47,19.65,35.77,-54,-20,-29,0
0.48,-20.27,35.77,-54,-20,-29,0
0.47,13.11,35.77,-55,-20,-29,0
0.47,11.38,35.79,-55,-20,-29,0
0.47,-29.87,35.79,-55,-20,-29,0
0.48,10.27,35.79,-54,-21,-29,0
0.49,20.28,35.79,-55,-20,-29,0
0.47,-18.09,35.79,-54,-20,-29,0
0.47,8.58,35.79,-54,-21,-29,0
0.47,23.22,35.79,-55,-20,-30,0
0.48,-11.46,35.79,-54,-20,-29,0
0.47,3.96,35.77,-54,-20,-29,0
0.47,23.09,35.77,-54,-20,-29,0
0.47,-14.77,35.77,-54,-21,-29,0
0.48,14.93,35.77,-54,-20,-29,0
0.48,17.82,35.75,-54,-20,-29,0
0.48,-30.13,35.75,-54,-20,-29,0
0.47,21.58,35.75,-54,-21,-29,0
0.47,4.26,35.75,-54,-21,-29,0
0.47,-42.66,35.77,-54,-20,-29,0
0.47,24.06,35.77,-54,-21,-29,0
0.47,-1.92,35.77,-54,-20,-29,0
0.47,-12.8,35.77,-54,-20,-30,0
0,-0.03,34.79,-32,10,56,1
0.83,5.06,34.79,-32,10,56,1
1.18,17.91,34.79,-32,10,56,1
1.62,79.34,34.79,-32,10,56,1
1.79,228.25,34.79,-32,10,56,1
1.79,-486.44,34.79,-32,10,56,1
1.79,-4.88,34.79,-32,10,56,1
1.79,160.71,34.79,-32,10,56,1
1.79,65.53,34.77,-32,10,56,1
1.79,31.55,34.77,-32,10,56,1
1.79,-22.97,34.77,-32,10,56,1
1.8,19.54,34.77,-32,10,56,1
1.8,85.17,34.73,-32,10,56,1
1.79,148.36,34.73,-32,10,56,1
1.79,51.02,34.73,-32,10,55,1
1.79,7.16,34.73,-31,10,56,1
1.8,-3.45,34.77,-32,10,56,1
1.81,-5.26,34.77,-32,10,56,1
1.83,-6.09,34.77,-32,10,56,1
1.85,-11.42,34.77,-33,10,55,1
1.87,-30.38,34.75,-37,11,54,1
1.88,-108.87,34.75,-45,6,41,1
1.9,-371.67,34.75,-47,8,45,1
1.9,-71.44,34.75,-50,7,42,1
1.9,10.6,34.75,-57,9,40,1
1.93,-179.04,34.75,-50,8,42,1
1.97,-64.8,34.75,-50,9,42,1
2.01,152.16,34.75,-49,10,42,1
2.08,-31.42,34.75,-48,9,44,1
2.12,85.29,34.75,-50,9,44,1
2.15,10.64,34.75,-50,9,41,1
2.16,-10.18,34.75,-58,8,34,1
2.17,100.97,34.73,-57,7,31,1
2.15,-30.43,34.73,-59,7,34,1
2.15,135.8,34.73,-58,7,34,1
2.13,-46.65,34.73,-58,6,34,1
2.1,-122.6,34.71,-56,7,35,1
2.09,27.47,34.71,-57,7,34,1
2.09,22.36,34.71,-56,8,35,1
2.08,2.02,34.71,-55,8,36,1
2.06,42.02,34.75,-55,7,35,1
2.05,-78.82,34.75,-52,10,37,1
2.03,34.57,34.75,-53,8,39,1
2.03,73.02,34.75,-54,8,36,1
2.02,-31.08,34.75,-54,7,38,1
2.01,74.45,34.75,-53,9,40,1
2,45.35,34.75,-54,8,38,1
2.01,-34.09,34.75,-51,6,39,1
1.98,19.64,34.73,-56,6,35,1
2.01,69.07,34.73,-55,6,39,1
2.04,13.76,34.73,-55,6,37,1
2.05,-54.01,34.73,-50,7,43,1
2.05,-299.89,34.71,-49,7,43,1
2.04,-357.56,34.71,-50,8,43,1
2.03,-89.69,34.71,-49,7,43,1
2.03,81.72,34.71,-50,8,43,1
2.02,306.93,34.75,-49,8,43,1
2,152.88,34.75,-49,7,44,1
2,42.86,34.75,-49,8,44,1
1.99,34.56,34.75,-49,8,43,1
1.98,-47.21,34.73,-49,7,43,1
1.97,54.06,34.73,-50,7,42,1
1.97,22.37,34.73,-50,7,42,1
1.97,-40.53,34.73,-49,8,43,1
1.96,44.96,34.73,-50,8,43,1
1.96,-14.92,34.73,-50,8,42,1
1.96,25.61,34.73,-49,8,43,1
1.95,9.24,34.73,-49,8,43,1
1.94,-60.94,34.73,-49,8,43,1
1.94,41.92,34.73,-49,8,44,1
1.94,-12.42,34.73,-49,8,43,1
1.94,25.05,34.73,-49,8,43,1
1.94,22.17,34.73,-49,8,44,1
1.94,-49.74,34.73,-48,8,44,1
1.93,35.51,34.73,-49,8,44,1
1.93,14.93,34.73,-49,8,42,1
1.94,-59.13,34.68,-49,8,43,1
1.94,28.64,34.68,-49,8,44,1
1.94,4.48,34.68,-49,8,43,1
1.94,-48.01,34.68,-49,8,43,1
1.93,30.66,34.71,-48,9,44,1
1.93,9.62,34.71,-48,8,44,1
1.93,-35.04,34.71,-49,9,44,1
1.94,9.42,34.71,-49,9,44,1
1.97,-21.24,34.71,-48,9,44,1
2,-12.21,34.71,-48,9,45,1
2.02,16.41,34.71,-47,8,45,1
2.04,-32.9,34.71,-47,8,46,1
2.03,18.09,34.68,-47,8,46,1
2.03,13.29,34.68,-47,8,45,1
2.03,-45.43,34.68,-47,8,45,1
2.02,30.4,34.68,-49,9,44,1
2.01,2.38,34.71,-49,8,44,1
2.01,-24.69,34.71,-48,8,44,1
2,27,34.71,-48,9,44,1
1.99,-10.18,34.71,-48,8,44,1
1.98,24.18,34.73,-50,8,47,1
1.97,18.65,34.73,-43,14,51,1
1.97,-49.42,34.73,-44,-11,35,1
1.97,21.22,34.73,-53,-23,34,1
1.98,3.85,34.71,-58,-21,38,1
2,49.62,34.71,-56,-14,33,1
2.05,-33.91,34.71,-59,-10,25,1
2.02,-95.31,34.71,-63,-19,25,1
2.03,2.19,34.73,-58,-23,18,1
2.05,17.48,34.73,-62,-23,0,1
2.04,-74.31,34.73,-64,-19,-12,1
2.04,33.98,34.73,-58,-21,-17,1
2.05,13.95,34.71,-63,-24,-12,1
2.04,-13.64,34.71,-64,-20,-13,1
2.02,31.9,34.71,-63,-19,-9,1
2.01,-28.55,34.71,-65,-18,-9,1
1.99,34.39,34.71,-63,-18,-8,1
1.98,-22.62,34.71,-65,-17,-9,1
1.98,-45.38,34.71,-64,-17,-10,1
1.99,-76.99,34.71,-64,-16,-8,1
1.98,99.49,34.71,-63,-15,-8,1
1.97,68.38,34.71,-63,-16,-8,1
1.96,23.33,34.71,-66,-16,-8,1
1.96,-38.4,34.71,-62,-19,-14,1
1.96,23.01,34.71,-63,-17,-10,1
1.95,17.27,34.71,-64,-16,-11,1
1.95,-39.03,34.71,-63,-17,-11,1
1.95,27.18,34.71,-63,-17,-10,1
1.93,4.5,34.71,-64,-15,-9,1
1.95,-15.06,34.71,-63,-15,-10,1
1.95,19.48,34.71,-63,-15,-12,1
1.96,-38.02,34.71,-62,-15,-12,1
1.94,27.4,34.71,-63,-15,-12,1
1.94,26.25,34.71,-63,-15,-12,1
1.94,-66.61,34.71,-64,-15,-12,1
1.93,20.41,34.71,-64,-15,-11,1
1.94,1.69,34.71,-64,-15,-11,1
1.95,-15.06,34.71,-64,-14,-10,1
1.98,16.85,34.71,-63,-14,-10,1
1.99,-32.26,34.71,-64,-15,-9,1
2,28.91,34.66,-64,-15,-9,1
2.01,22.23,34.66,-64,-15,-9,1
2.01,-37.25,34.66,-64,-15,-9,1
2.01,20.92,34.66,-63,-15,-9,1
2,-18.8,34.68,-64,-15,-10,1
1.99,-6.77,34.68,-64,-15,-10,1
1.99,26.06,34.68,-64,-15,-9,1
1.98,-14.27,34.68,-64,-15,-9,1
1.98,0.33,34.68,-64,-15,-9,1
1.97,23.04,34.68,-64,-15,-10,1
1.96,-9.03,34.68,-64,-15,-9,1
1.95,8.13,34.68,-64,-15,-9,1
1.94,17.27,34.68,-64,-15,-9,1
1.94,-18.29,34.68,-64,-15,-9,1
1.94,10.38,34.68,-64,-15,-10,1
1.94,12.98,34.68,-64,-15,-9,1
1.93,-16.97,34.68,-64,-15,-9,1
1.92,9.05,34.68,-64,-15,-9,1
1.92,16.67,34.68,-64,-15,-9,1
1.92,-3.98,34.68,-64,-15,-9,1
1.92,-13.56,34.71,-64,-15,-10,1
1.93,13.31,34.71,-64,-15,-10,1
1.93,-8.38,34.71,-64,-15,-9,1
1.93,-2.27,34.71,-64,-15,-9,1
1.93,1.65,34.66,-64,-16,-11,1
1.93,-31.2,34.66,-63,-15,-12,1
1.93,12.03,34.66,-63,-16,-10,1
1.94,11.14,34.66,-62,-16,-9,1
1.94,-37.53,34.65,-66,-17,-12,1
1.94,27.37,34.65,-66,-15,-12,1
1.95,38.05,34.65,-64,-16,-9,1
1.96,-53.6,34.65,-64,-14,-5,1
1.97,-5.91,34.66,-64,-15,-10,1
1.98,13.95,34.66,-64,-15,-11,1
1.98,-5.72,34.66,-64,-16,-10,1
1.97,33.75,34.66,-62,-16,-10,1
1.96,5.66,34.66,-63,-16,-11,1
1.94,-32.34,34.66,-63,-16,-12,1
1.94,7.07,34.66,-64,-16,-12,1
1.93,20.81,34.66,-63,-16,-11,1
1.93,-10.68,34.66,-63,-16,-11,1
1.93,25.99,34.66,-63,-16,-11,1
1.93,28.34,34.66,-63,-16,-11,1
1.92,-10.97,34.66,-63,-16,-11,1
1.91,24.93,34.65,-63,-16,-10,1
1.9,6.25,34.65,-65,-15,-9,1
1.9,-32.2,34.65,-64,-16,-9,1
1.9,3.86,34.65,-64,-16,-9,1
1.9,-16.04,34.65,-63,-16,-9,1
1.9,5.38,34.65,-64,-16,-7,1
1.9,9.18,34.65,-64,-16,-5,1
1.91,-17.49,34.65,-63,-15,-5,1
1.91,23.93,34.66,-64,-16,-7,1
1.91,17.94,34.66,-64,-16,-7,1
1.93,-38.73,34.66,-65,-16,-6,1
1.91,24.66,34.66,-66,-16,-9,1
1.91,9.29,34.66,-63,-15,-6,1
1.9,-42.6,34.66,-64,-16,-6,1
1.89,23.3,34.66,-64,-16,-6,1
1.89,-1.36,34.66,-64,-15,-6,1
1.89,-12.69,34.66,-64,-15,-6,1
1.87,10.67,34.66,-64,-15,-6,1
1.87,-18.42,34.66,-64,-15,-6,1
1.87,-5.49,34.66,-64,-15,-6,1
1.86,18.05,34.66,-64,-15,-7,1
1.87,-11.38,34.66,-64,-16,-6,1
1.87,9.06,34.66,-64,-16,-6,1
1.87,16.55,34.66,-64,-15,-6,1
1.87,-21.85,34.65,-64,-15,-6,1
1.87,16.14,34.65,-64,-15,-6,1
1.87,6.36,34.65,-64,-15,-6,1
1.86,-44.63,34.65,-64,-16,-8,1
1.86,21.12,34.66,-64,-16,-6,1
1.87,-2.9,34.66,-64,-15,-6,1
1.86,-6.49,34.66,-64,-15,-7,1
1.86,21.96,34.66,-64,-15,-7,1
1.85,-11.87,34.65,-64,-15,-7,1
1.85,26.04,34.65,-63,-16,-7,1
1.85,21.01,34.65,-64,-15,-6,1
1.85,-23.53,34.65,-64,-16,-6,1
1.85,5.98,34.66,-64,-15,-6,1
1.84,17.62,34.66,-64,-15,-6,1
1.84,-11.41,34.66,-65,-15,-6,1
1.84,-42.03,34.66,-65,-15,-6,1
1.84,26.82,34.66,-64,-15,-6,1
1.84,3.47,34.66,-65,-15,-6,1
1.85,-44.29,34.66,-65,-14,-6,1
1.86,19.65,34.66,-64,-15,-6,1
1.87,9.89,34.65,-65,-14,-6,1
1.87,-35.43,34.65,-64,-14,-6,1
1.87,17.03,34.65,-64,-14,-7,1
1.87,30.59,34.65,-64,-15,-6,1
1.87,-31.54,34.65,-64,-14,-6,1
1.87,13.3,34.65,-63,-14,-4,1
1.86,17.01,34.65,-65,-14,-4,1
1.86,-15.93,34.65,-65,-14,-5,1
1.85,31.22,34.65,-65,-14,-5,1
1.84,30.7,34.65,-65,-14,-4,1
1.84,-28.88,34.65,-65,-14,-5,1
1.84,-11.06,34.65,-64,-15,-4,1
1.84,-44.11,34.66,-65,-15,-5,1
1.84,-0.59,34.66,-65,-15,-5,1
1.83,20.78,34.66,-64,-15,-5,1
1.83,-24.64,34.66,-64,-15,-5,1
0,-0.03,36.29,-64,-2,18,1
0.83,5.06,36.29,-64,-2,19,1
1.18,17.91,36.29,-64,-3,20,1
1.62,79.34,36.29,-65,-3,19,1
2.1,228.25,36.29,-64,-3,20,1
2.58,-486.47,36.29,-64,-3,20,1
3.1,-4.99,36.29,-72,-3,18,1
3.6,160.17,36.29,-74,-3,10,1
3.82,63.8,36.29,-67,-6,14,1
3.78,35.61,36.29,-66,-7,13,1
3.77,-24.93,36.29,-65,-5,12,1
3.76,13.67,36.29,-65,-5,12,1
3.76,71.84,36.27,-66,-5,12,1
3.75,140.83,36.27,-66,-4,11,1
3.72,16.85,36.27,-65,-4,13,1
3.67,-61.04,36.27,-67,-4,14,1
3.66,27.89,36.27,-62,-7,10,1
3.64,65.92,36.27,-65,-5,12,1
3.7,26.75,36.27,-66,-5,9,1
3.74,-5.18,36.27,-66,-4,10,1
3.74,-71.15,36.27,-66,-4,10,1
3.72,-525.12,36.27,-66,-4,9,1
3.71,-121.34,36.27,-66,-4,9,1
3.7,-44.94,36.27,-66,-4,9,1
3.69,43.05,36.25,-65,-4,9,1
3.68,81.15,36.25,-66,-4,8,1
3.67,-16.36,36.25,-64,-3,6,1
3.65,83.64,36.25,-65,-3,9,1
3.64,51.97,36.27,-66,-2,10,1
3.63,-67.35,36.27,-66,-3,10,1
3.62,99.21,36.27,-66,-2,10,1
3.63,30.02,36.27,-66,-3,10,1
3.65,-44.66,36.25,-66,-2,11,1
3.65,40.2,36.25,-66,-2,10,1
3.66,-18.84,36.25,-65,-2,10,1
3.66,36.2,36.25,-66,-3,8,1
3.65,45.16,36.27,-66,-3,8,1
3.65,-27.68,36.27,-66,-3,7,1
3.65,40.56,36.27,-67,-3,7,1
3.64,22.16,36.27,-70,-5,9,1
3.62,-44.65,36.25,-62,-6,16,1
3.63,28.84,36.25,-63,-7,18,1
3.6,33.97,36.25,-62,-15,20,1
3.59,-2.17,36.25,-58,-17,19,1
3.57,63.93,36.25,-63,-23,7,1
3.56,-19.1,36.25,-63,-28,2,1
3.56,-95.46,36.25,-57,-25,-25,1
3.52,-34.74,36.25,-51,-31,-27,1
3.48,-115.54,36.25,-44,-27,-26,1
3.48,-38.25,36.25,-55,-24,-27,1
3.53,89.22,36.25,-57,-21,-28,1
3.53,58.45,36.25,-56,-20,-27,1
3.54,36.62,36.21,-58,-18,-26,1
3.54,-14.11,36.21,-57,-18,-26,1
3.55,-40.62,36.21,-57,-18,-26,1
3.56,-15.81,36.21,-57,-17,-26,1
3.57,-4.93,36.23,-57,-18,-26,1
3.57,-37,36.23,-57,-17,-27,1
3.57,31.86,36.23,-57,-18,-27,1
3.57,-3.63,36.23,-57,-17,-26,1
3.56,19.16,36.21,-57,-18,-26,1
3.54,14.88,36.21,-56,-20,-27,1
3.53,-44.11,36.21,-54,-22,-28,1
3.51,35.41,36.21,-56,-21,-29,1
3.5,6.5,36.23,-53,-25,-30,1
3.49,-39.85,36.23,-58,-23,-24,1
3.43,31.07,36.23,-46,-25,-14,1
3.41,3.22,36.23,-55,-27,-20,1
3.36,-35.75,36.23,-60,-20,-21,1
3.34,113.2,36.23,-55,-23,-6,1
3.39,-56.67,36.23,-63,-25,-2,1
3.39,3.63,36.23,-63,-25,3,1
3.39,55.63,36.21,-64,-20,13,1
3.4,50.36,36.21,-54,-19,30,1
3.43,-19.84,36.21,-55,-18,34,1
3.45,78.51,36.21,-54,-18,35,1
3.46,52.12,36.21,-49,-21,44,1
3.49,-47.66,36.21,-27,-27,45,1
3.51,20.61,36.21,-16,-18,58,1
3.52,-38.53,36.21,-17,-17,61,1
3.52,-36.81,36.25,-25,-16,60,1
3.53,57.47,36.25,-26,-15,60,1
3.54,-11.96,36.25,-24,-13,58,1
3.53,-82.79,36.25,-26,-12,58,1
3.52,-150.32,36.21,-25,-12,59,1
3.52,-420.64,36.21,-26,-13,59,1
3.54,-162.57,36.21,-25,-13,59,1
3.53,33.67,36.21,-26,-13,59,1
3.54,151.99,36.21,-26,-13,59,1
3.54,429.43,36.21,-26,-13,59,1
3.53,147.55,36.21,-21,-12,68,1
3.53,-38.38,36.21,-24,-19,56,1
3.54,17.4,36.23,-13,-14,55,1
3.59,-13.12,36.23,-21,-2,64,1
3.59,-66.52,36.23,-22,-7,62,1
3.6,-2.4,36.23,-21,-6,60,1
3.6,-29.99,36.21,-22,-7,61,1
3.61,-104.3,36.21,-21,-7,61,1
3.65,54.64,36.21,-22,-7,61,1
3.71,59.61,36.21,-21,-7,61,1
3.8,-23.19,36.21,-23,-8,62,1
3.85,-18.56,36.21,-23,-2,59,1
3.84,65.17,36.21,-35,-12,51,1
3.86,17,36.21,-35,-3,57,1
3.83,-90.38,36.21,-26,0,62,1
3.8,51.79,36.21,-42,-9,51,1
3.76,17.1,36.21,-35,-2,58,1
3.73,-56.03,36.21,-30,-5,55,1
3.73,100.03,36.18,-36,-8,56,1
3.71,59.75,36.18,-42,-4,54,1
3.72,-103,36.18,-34,-7,55,1
3.73,40.57,36.18,-36,-8,54,1
3.74,-28.39,36.21,-35,-8,54,1
3.74,-94.85,36.21,-36,-9,55,1
3.73,39.25,36.21,-36,-10,54,1
3.72,57.5,36.21,-36,-8,55,1
3.72,-58.77,36.21,-35,-8,56,1
3.7,76.11,36.21,-35,-8,56,1
3.68,42.79,36.21,-35,-8,55,1
3.68,-96.92,36.21,-34,-8,55,1
3.67,51.36,36.21,-34,-8,55,1
3.66,-8.97,36.21,-35,-8,56,1
3.66,-30.01,36.21,-31,-8,60,1
3.65,56.14,36.21,-35,-11,55,1
3.66,-35.5,36.21,-32,-8,57,1
3.65,62.91,36.21,-31,-10,59,1
3.65,61.61,36.21,-26,-8,58,1
3.65,-46.09,36.21,-26,-9,59,1
3.66,113.84,36.21,-27,-10,59,1
3.66,-10.15,36.21,-27,-10,59,1
3.66,-101.14,36.21,-27,-11,59,1
3.66,31.4,36.21,-27,-10,59,1
3.65,-8.94,36.21,-27,-10,59,1
3.65,-92.74,36.21,-28,-10,59,1
3.65,36.38,36.21,-25,-9,60,1
3.61,-10.02,36.21,-23,-7,61,1
3.61,-50.55,36.18,-23,-8,61,1
3.62,41.75,36.18,-23,-7,60,1
3.61,-16.96,36.18,-23,-8,61,1
3.61,-53.58,36.18,-23,-9,60,1
3.6,20.13,36.16,-23,-7,61,1
3.61,-25.24,36.16,-26,-10,59,1
3.61,15.83,36.16,-26,-7,58,1
3.61,9.51,36.16,-33,-9,59,1
3.55,-38.94,36.21,-31,-7,58,1
3.53,43.36,36.21,-31,-7,58,1
3.52,-11.12,36.21,-29,-6,58,1
3.54,-103.02,36.21,-29,-6,59,1
3.55,67.29,36.21,-27,-6,59,1
3.54,45.92,36.21,-26,-5,59,1
3.54,-61.03,36.21,-26,-10,66,1
3.52,59.34,36.21,-12,-15,59,1
3.5,8.41,36.21,-15,-19,61,1
3.49,-106.86,36.21,-16,-18,60,1
3.5,27.36,36.21,-15,-17,61,1
3.55,-36.95,36.21,-16,-17,60,1
3.65,-88.73,36.21,-10,-11,55,1
3.76,69.32,36.21,-29,-29,44,1
3.87,33.01,36.21,-20,-26,77,1
3.95,-39.04,36.21,-14,-35,47,1
3.96,71.39,36.18,-2,-44,42,1
3.93,-66.88,36.18,-30,-38,60,1
3.9,-18.58,36.18,-34,-30,61,1
3.87,-34.93,36.18,-16,-48,51,1
3.83,-56.8,36.16,-17,-44,45,1
3.8,152.02,36.16,-14,-45,46,1
3.78,-6.17,36.16,-12,-46,45,1
3.76,-157.25,36.16,-12,-46,44,1
3.73,63.41,36.18,-13,-46,46,1
3.71,-6.43,36.18,-12,-46,47,1
3.69,13.75,36.18,-21,-45,39,1
3.67,34.34,36.18,-25,-47,37,1
3.66,-56.16,36.18,-24,-46,38,1
3.64,48.75,36.18,-17,-52,27,1
3.63,18.17,36.18,-25,-51,33,1
3.61,-68.09,36.18,-32,-50,40,1
3.61,7.78,36.21,-19,-52,21,1
3.59,62.72,36.21,-24,-53,25,1
3.6,-14.8,36.21,-28,-52,27,1
3.61,77.79,36.21,-39,-52,26,1
3.64,-10.31,36.21,-52,-48,32,1
3.68,-84.32,36.21,-51,-47,30,1
3.72,64.35,36.21,-42,-48,30,1
3.76,23.9,36.21,-34,-48,29,1
3.77,-67.28,36.21,-34,-49,29,1
3.78,28.22,36.21,-33,-48,29,1
3.76,52.8,36.21,-24,-53,14,1
3.75,-30.55,36.21,-31,-44,34,1
3.76,12.03,36.18,-29,-41,31,1
3.73,40.91,36.18,-47,-36,39,1
3.71,-4.95,36.18,-45,-35,35,1
3.69,-117.18,36.18,-43,-36,37,1
3.68,67.26,36.16,-44,-35,36,1
3.68,-15.28,36.16,-44,-35,37,1
3.68,3.13,36.16,-45,-34,36,1
3.68,27.93,36.16,-46,-34,36,1
3.68,-39.02,36.16,-44,-33,35,1
3.69,43.86,36.16,-44,-34,36,1
3.71,20.66,36.16,-43,-32,38,1
3.73,-61.36,36.16,-45,-33,37,1
3.73,30.24,36.16,-44,-34,39,1
3.72,3.91,36.16,-44,-35,36,1
3.7,-56.28,36.16,-46,-36,33,1
3.68,30.65,36.16,-72,-29,33,1
3.63,-9.12,36.16,-71,-32,28,1
3.59,-20.13,36.16,-51,-36,25,1
3.59,17.09,36.16,-57,-35,29,1
3.58,9.69,36.16,-42,-42,23,1
3.58,-21.14,36.16,-21,-45,29,1
3.56,-0.1,36.16,-40,-44,26,1
3.56,-25.43,36.16,-25,-46,31,1
3.59,13.83,36.16,-37,-46,29,1
3.67,63.61,36.18,-52,-44,23,1
3.76,-39.58,36.18,-9,-44,44,1
3.84,20.86,36.18,-15,-43,40,1
3.89,23.71,36.18,-15,-42,49,1
3.92,-60.79,36.16,-17,-40,52,1
3.93,-33.31,36.16,-19,-39,50,1
3.92,146.24,36.16,-19,-39,49,1
3.89,-18.96,36.16,-18,-39,50,1
3.85,37.34,36.16,-36,-28,41,1
3.84,17.15,36.16,-46,-11,50,1
3.81,-64.05,36.16,-34,-11,57,1
3.79,5.29,36.16,-36,-12,56,1
3.78,-5.75,36.16,-37,-11,54,1
3.78,1.09,36.16,-39,-10,52,1
3.76,62.66,36.16,-42,-16,50,1
3.74,2.35,36.16,-20,-29,38,1
3.72,-85.21,36.18,-41,-33,53,1
3.71,29.02,36.18,-33,-25,54,1
3.7,-8.76,36.18,-35,-33,42,1
3.71,-18.67,36.18,-29,-36,46,1
3.7,52.36,36.16,-29,-36,47,1
3.69,-32.6,36.16,-32,-36,46,1
3.7,-34.31,36.16,-31,-37,45,1
3.69,37.53,36.16,-34,-36,46,1
3.68,-37.38,36.16,-29,-39,51,1
3.66,36.45,36.16,-34,-44,28,1
3.57,13.55,36.16,-57,-28,25,1
3.6,-73.98,36.16,-65,-28,-9,1
0,-0.03,35.87,-58,-22,24,1
0.83,5.06,35.87,-56,-22,23,1
1.18,17.91,35.87,-62,-22,11,1
1.62,79.34,35.87,-49,-25,22,1
2.1,228.25,35.87,-57,-22,27,1
2.14,-486.42,35.87,-60,-23,23,1
2.16,-4.79,35.87,-56,-23,25,1
2.16,161.16,35.87,-57,-22,25,1
2.15,66.87,35.84,-68,-21,11,1
2.15,26.95,35.84,-69,-18,11,1
2.13,-20.99,35.84,-68,-14,10,1
2.13,17.13,35.84,-63,-15,5,1
2.13,74.18,35.84,-66,-15,3,1
2.15,90.62,35.84,-66,-15,2,1
2.15,125.62,35.84,-66,-14,0,1
2.15,26.1,35.84,-66,-13,0,1
2.15,-7.14,35.81,-66,-13,-1,1
2.15,-22.9,35.81,-65,-13,1,1
2.15,-96.3,35.81,-66,-13,2,1
2.15,-318.92,35.81,-65,-13,4,1
2.16,-115.17,35.83,-66,-13,3,1
2.17,48.54,35.83,-66,-15,3,1
2.18,0.51,35.83,-65,-13,5,1
2.18,81.44,35.83,-65,-13,4,1
2.19,61.03,35.83,-68,-12,4,1
2.21,-47.17,35.83,-66,-12,5,1
2.19,58.45,35.83,-65,-13,5,1
2.19,81.79,35.83,-66,-12,6,1
2.18,50.01,35.83,-65,-12,6,1
2.17,-94.36,35.83,-66,-13,5,1
2.17,-30.69,35.83,-65,-12,7,1
2.17,-28.12,35.83,-66,-14,5,1
2.18,-80.5,35.79,-65,-13,6,1
2.17,44.3,35.79,-64,-13,7,1
2.18,18.77,35.79,-65,-12,7,1
2.18,-48.19,35.79,-65,-13,7,1
2.17,35.89,35.81,-65,-13,9,1
2.17,-1.46,35.81,-65,-13,8,1
2.17,-24.14,35.81,-65,-13,8,1
2.16,51.22,35.81,-66,-12,8,1
2.16,-7.91,35.83,-65,-13,9,1
2.16,30.71,35.83,-65,-13,9,1
2.16,33.12,35.83,-65,-13,9,1
2.15,-38.75,35.83,-65,-14,8,1
2.15,17.57,35.81,-65,-13,10,1
2.16,42.98,35.81,-64,-13,10,1
2.17,-20.53,35.81,-65,-14,9,1
2.19,19.46,35.81,-64,-14,9,1
2.19,35.74,35.81,-66,-14,9,1
2.2,-11.38,35.81,-66,-14,10,1
2.21,14.25,35.81,-64,-14,10,1
2.21,17.75,35.81,-65,-13,10,1
2.2,-39.39,35.79,-64,-13,11,1
2.19,21.73,35.79,-65,-13,10,1
2.19,22.51,35.79,-65,-13,10,1
2.18,-46.25,35.79,-65,-13,11,1
2.18,36.21,35.79,-64,-13,11,1
2.17,10.2,35.79,-65,-13,10,1
2.17,-55.29,35.79,-65,-13,10,1
2.17,34.94,35.79,-65,-14,10,1
2.17,17.17,35.77,-64,-14,10,1
2.16,-42.24,35.77,-64,-14,10,1
2.16,24.63,35.77,-73,-13,12,1
2.15,10.59,35.77,-58,-17,22,1
2.16,-34.11,35.77,-57,-20,22,1
2.13,20.31,35.77,-58,-20,26,1
2.13,12.43,35.77,-54,-21,26,1
2.12,-4.48,35.77,-58,-21,25,1
